"Trial"	"Code"	"ResponseCode"	"Accuracy"	"RT"	"cumTime"	"Subject"	"Congruency"	"Task"	"Gender"	"Race"	"Valence"	"Switch"
4	60	12	1	160	1899	"018"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
5	70	11	1	299	2192	"018"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
6	61	12	1	221	2622	"018"	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"
7	62	11	1	304	2975	"018"	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"
8	80	12	1	232	3412	"018"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
9	63	11	1	211	3775	"018"	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"
10	63	11	1	184	4118	"018"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
11	63	11	1	377	4434	"018"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
12	80	12	1	258	4944	"018"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
13	60	12	1	584	5334	"018"	"incongruent"	"Name"	"Female"	"Black"	NA	"Switch"
14	61	12	1	230	6050	"018"	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"
15	62	11	1	210	6413	"018"	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"
16	70	11	1	219	6757	"018"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
17	70	11	1	176	7106	"018"	"incongruent"	"Word"	NA	NA	"Bad"	"Stay"
18	62	11	1	224	7413	"018"	"incongruent"	"Name"	"Female"	"White"	NA	"Switch"
19	80	12	1	260	7769	"018"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
20	63	11	1	211	8163	"018"	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"
21	80	12	1	200	8506	"018"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
22	61	12	1	179	8839	"018"	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"
23	63	2	0	195	9149	"018"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
24	70	11	1	477	9602	"018"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
25	60	12	1	336	10212	"018"	"incongruent"	"Name"	"Female"	"Black"	NA	"Switch"
26	62	11	1	210	10678	"018"	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"
27	80	12	1	254	11021	"018"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
28	62	11	1	355	11408	"018"	"incongruent"	"Name"	"Female"	"White"	NA	"Switch"
29	62	11	1	176	11894	"018"	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"
30	63	11	1	162	12201	"018"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
31	70	11	1	292	12494	"018"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
32	61	12	1	216	12917	"018"	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"
33	60	12	1	178	13267	"018"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
34	60	12	1	141	13577	"018"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
35	80	12	1	158	13850	"018"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
36	61	12	1	459	14140	"018"	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"
37	70	11	1	205	14733	"018"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
38	63	11	1	152	15069	"018"	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"
39	63	11	1	144	15352	"018"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
40	70	11	1	250	15629	"018"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
41	62	11	1	192	16012	"018"	"incongruent"	"Name"	"Female"	"White"	NA	"Switch"
42	80	12	1	200	16335	"018"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
43	61	12	1	161	16669	"018"	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"
44	60	12	1	161	16962	"018"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
45	61	12	1	148	17255	"018"	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"
46	61	12	1	182	17535	"018"	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"
47	70	11	1	161	17848	"018"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
48	63	11	1	205	18141	"018"	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"
49	62	11	1	358	18478	"018"	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"
50	80	12	1	215	18967	"018"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
51	61	12	1	165	19314	"018"	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"
52	60	12	1	170	19610	"018"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
53	60	12	1	162	19914	"018"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
54	61	12	1	150	20207	"018"	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"
55	62	11	1	174	20490	"018"	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"
56	63	11	1	309	20797	"018"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
57	80	12	1	213	21240	"018"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
58	61	12	1	229	21586	"018"	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"
59	60	12	1	173	21946	"018"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
60	70	11	1	252	22249	"018"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
61	63	11	1	183	22632	"018"	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"
62	62	11	1	251	22946	"018"	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"
63	61	12	1	187	23329	"018"	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"
64	60	12	1	154	23649	"018"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
65	80	12	1	146	23935	"018"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
66	62	11	1	220	24212	"018"	"incongruent"	"Name"	"Female"	"White"	NA	"Switch"
67	62	11	1	154	24565	"018"	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"
68	70	11	1	211	24851	"018"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
69	63	11	1	154	25194	"018"	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"
70	63	11	1	149	25481	"018"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
71	63	12	1	266	25761	"018"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
72	61	12	1	144	26161	"018"	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"
73	80	12	1	143	26437	"018"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
74	60	12	1	154	26714	"018"	"incongruent"	"Name"	"Female"	"Black"	NA	"Switch"
75	60	12	1	127	27000	"018"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
76	63	11	1	145	27260	"018"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
77	70	11	1	193	27537	"018"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
78	60	12	1	231	27863	"018"	"incongruent"	"Name"	"Female"	"Black"	NA	"Switch"
79	63	11	1	201	28226	"018"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
80	80	12	1	176	28559	"018"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
81	70	11	1	198	28866	"018"	"incongruent"	"Word"	NA	NA	"Bad"	"Stay"
82	61	12	1	348	29196	"018"	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"
83	60	12	1	135	29676	"018"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
84	63	11	1	139	29942	"018"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
85	70	11	1	268	30212	"018"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
86	62	11	1	194	30612	"018"	"incongruent"	"Name"	"Female"	"White"	NA	"Switch"
87	60	12	1	131	30938	"018"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
88	62	11	1	263	31202	"018"	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"
89	61	12	1	237	31598	"018"	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"
90	63	11	1	231	31968	"018"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
91	70	11	1	256	32331	"018"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
92	70	11	1	175	32717	"018"	"incongruent"	"Word"	NA	NA	"Bad"	"Stay"
93	63	12	1	181	33024	"018"	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"
94	60	12	1	140	33337	"018"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
95	62	11	1	174	33610	"018"	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"
96	80	12	1	211	33917	"018"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
97	62	11	1	429	34260	"018"	"incongruent"	"Name"	"Female"	"White"	NA	"Switch"
98	80	12	1	311	34823	"018"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
99	63	11	1	207	35266	"018"	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"
100	63	11	1	153	35606	"018"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
101	70	11	1	158	35889	"018"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
102	60	12	1	196	36179	"018"	"incongruent"	"Name"	"Female"	"Black"	NA	"Switch"
103	80	12	1	169	36506	"018"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
104	61	12	1	158	36805	"018"	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"
105	61	12	1	152	37095	"018"	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"
106	80	12	1	166	37379	"018"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
107	63	11	1	163	37678	"018"	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"
108	70	11	1	181	37975	"018"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
109	70	11	1	134	38288	"018"	"incongruent"	"Word"	NA	NA	"Bad"	"Stay"
110	62	11	1	161	38555	"018"	"incongruent"	"Name"	"Female"	"White"	NA	"Switch"
111	62	11	1	124	38848	"018"	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"
112	61	12	1	152	39104	"018"	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"
113	80	12	1	905	39388	"018"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
114	60	12	1	145	40424	"018"	"incongruent"	"Name"	"Female"	"Black"	NA	"Switch"
115	80	12	1	150	40700	"018"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
116	63	11	1	120	40983	"018"	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"
117	61	1	0	131	41233	"018"	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"
118	80	12	1	334	41623	"018"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
119	62	11	1	188	42090	"018"	"incongruent"	"Name"	"Female"	"White"	NA	"Switch"
120	70	11	1	284	42409	"018"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
121	60	12	1	146	42826	"018"	"incongruent"	"Name"	"Female"	"Black"	NA	"Switch"
1	70	12	1	158	263	"019"	"congruent"	"Word"	NA	NA	"Bad"	NA
2	80	11	1	121	553	"019"	"congruent"	"Word"	NA	NA	"Good"	"Stay"
3	60	12	1	133	806	"019"	"congruent"	"Name"	"Female"	"Black"	NA	"Switch"
4	60	12	1	158	1072	"019"	"congruent"	"Name"	"Female"	"Black"	NA	"Stay"
5	70	12	1	169	1362	"019"	"congruent"	"Word"	NA	NA	"Bad"	"Switch"
6	61	12	1	151	1662	"019"	"congruent"	"Name"	"Male"	"Black"	NA	"Switch"
7	62	11	1	150	1945	"019"	"congruent"	"Name"	"Female"	"White"	NA	"Stay"
8	80	11	1	118	2225	"019"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
9	63	11	1	205	2475	"019"	"congruent"	"Name"	"Male"	"White"	NA	"Switch"
10	63	11	1	140	2812	"019"	"congruent"	"Name"	"Male"	"White"	NA	"Stay"
11	63	11	1	143	3085	"019"	"congruent"	"Name"	"Male"	"White"	NA	"Stay"
12	80	11	1	133	3361	"019"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
13	60	12	1	142	3628	"019"	"congruent"	"Name"	"Female"	"Black"	NA	"Switch"
14	61	12	1	149	3901	"019"	"congruent"	"Name"	"Male"	"Black"	NA	"Stay"
15	62	11	1	135	4181	"019"	"congruent"	"Name"	"Female"	"White"	NA	"Stay"
16	70	12	1	162	4447	"019"	"congruent"	"Word"	NA	NA	"Bad"	"Switch"
17	70	12	1	166	4741	"019"	"congruent"	"Word"	NA	NA	"Bad"	"Stay"
18	62	11	1	170	5040	"019"	"congruent"	"Name"	"Female"	"White"	NA	"Switch"
19	80	11	1	131	5344	"019"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
20	63	11	1	124	5607	"019"	"congruent"	"Name"	"Male"	"White"	NA	"Switch"
21	80	11	1	131	5863	"019"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
22	61	12	1	117	6127	"019"	"congruent"	"Name"	"Male"	"Black"	NA	"Switch"
23	63	11	1	139	6376	"019"	"congruent"	"Name"	"Male"	"White"	NA	"Stay"
24	70	12	1	138	6646	"019"	"congruent"	"Word"	NA	NA	"Bad"	"Switch"
25	60	12	1	127	6916	"019"	"congruent"	"Name"	"Female"	"Black"	NA	"Switch"
26	62	11	1	134	7176	"019"	"congruent"	"Name"	"Female"	"White"	NA	"Stay"
27	80	11	1	109	7443	"019"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
28	62	11	1	130	7683	"019"	"congruent"	"Name"	"Female"	"White"	NA	"Switch"
29	62	11	1	111	7946	"019"	"congruent"	"Name"	"Female"	"White"	NA	"Stay"
30	63	11	1	112	8189	"019"	"congruent"	"Name"	"Male"	"White"	NA	"Stay"
31	70	12	1	132	8432	"019"	"congruent"	"Word"	NA	NA	"Bad"	"Switch"
32	61	12	1	105	8695	"019"	"congruent"	"Name"	"Male"	"Black"	NA	"Switch"
33	60	12	1	115	8932	"019"	"congruent"	"Name"	"Female"	"Black"	NA	"Stay"
34	60	12	1	104	9178	"019"	"congruent"	"Name"	"Female"	"Black"	NA	"Stay"
35	80	11	1	115	9415	"019"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
36	61	12	1	147	9662	"019"	"congruent"	"Name"	"Male"	"Black"	NA	"Switch"
37	70	12	1	171	9941	"019"	"congruent"	"Word"	NA	NA	"Bad"	"Switch"
38	63	11	1	112	10245	"019"	"congruent"	"Name"	"Male"	"White"	NA	"Switch"
39	63	11	1	100	10488	"019"	"congruent"	"Name"	"Male"	"White"	NA	"Stay"
40	70	12	1	123	10721	"019"	"congruent"	"Word"	NA	NA	"Bad"	"Switch"
41	62	11	1	145	10978	"019"	"congruent"	"Name"	"Female"	"White"	NA	"Switch"
42	80	11	1	148	11254	"019"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
43	61	12	1	130	11534	"019"	"congruent"	"Name"	"Male"	"Black"	NA	"Switch"
44	60	12	1	115	11797	"019"	"congruent"	"Name"	"Female"	"Black"	NA	"Stay"
45	61	12	1	123	12044	"019"	"congruent"	"Name"	"Male"	"Black"	NA	"Stay"
46	61	12	1	118	12300	"019"	"congruent"	"Name"	"Male"	"Black"	NA	"Stay"
47	70	12	1	128	12550	"019"	"congruent"	"Word"	NA	NA	"Bad"	"Switch"
48	63	11	1	143	12810	"019"	"congruent"	"Name"	"Male"	"White"	NA	"Switch"
49	62	11	1	159	13083	"019"	"congruent"	"Name"	"Female"	"White"	NA	"Stay"
50	80	11	1	118	13373	"019"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
51	61	12	1	172	13623	"019"	"congruent"	"Name"	"Male"	"Black"	NA	"Switch"
52	60	12	1	124	13926	"019"	"congruent"	"Name"	"Female"	"Black"	NA	"Stay"
53	60	12	1	109	14183	"019"	"congruent"	"Name"	"Female"	"Black"	NA	"Stay"
54	61	12	1	138	14423	"019"	"congruent"	"Name"	"Male"	"Black"	NA	"Stay"
55	62	11	1	143	14692	"019"	"congruent"	"Name"	"Female"	"White"	NA	"Stay"
56	63	11	1	173	14966	"019"	"congruent"	"Name"	"Male"	"White"	NA	"Stay"
57	80	11	1	152	15272	"019"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
58	61	12	1	139	15555	"019"	"congruent"	"Name"	"Male"	"Black"	NA	"Switch"
59	60	12	1	138	15825	"019"	"congruent"	"Name"	"Female"	"Black"	NA	"Stay"
60	70	12	1	116	16095	"019"	"congruent"	"Word"	NA	NA	"Bad"	"Switch"
61	63	11	1	135	16342	"019"	"congruent"	"Name"	"Male"	"White"	NA	"Switch"
62	62	11	1	143	16608	"019"	"congruent"	"Name"	"Female"	"White"	NA	"Stay"
63	61	12	1	133	16881	"019"	"congruent"	"Name"	"Male"	"Black"	NA	"Stay"
64	60	12	1	132	17145	"019"	"congruent"	"Name"	"Female"	"Black"	NA	"Stay"
65	80	11	1	191	17408	"019"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
66	62	11	1	148	17731	"019"	"congruent"	"Name"	"Female"	"White"	NA	"Switch"
67	62	11	1	108	18011	"019"	"congruent"	"Name"	"Female"	"White"	NA	"Stay"
68	70	12	1	134	18251	"019"	"congruent"	"Word"	NA	NA	"Bad"	"Switch"
69	63	11	1	126	18517	"019"	"congruent"	"Name"	"Male"	"White"	NA	"Switch"
70	63	11	1	126	18774	"019"	"congruent"	"Name"	"Male"	"White"	NA	"Stay"
71	63	12	1	118	19034	"019"	"congruent"	"Name"	"Male"	"White"	NA	"Stay"
72	61	12	1	133	19284	"019"	"congruent"	"Name"	"Male"	"Black"	NA	"Stay"
73	80	11	1	123	19550	"019"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
74	60	12	1	158	19803	"019"	"congruent"	"Name"	"Female"	"Black"	NA	"Switch"
75	60	12	1	113	20093	"019"	"congruent"	"Name"	"Female"	"Black"	NA	"Stay"
76	63	11	1	141	20340	"019"	"congruent"	"Name"	"Male"	"White"	NA	"Stay"
77	70	12	1	166	20613	"019"	"congruent"	"Word"	NA	NA	"Bad"	"Switch"
78	60	12	1	143	20910	"019"	"congruent"	"Name"	"Female"	"Black"	NA	"Switch"
79	63	11	1	119	21186	"019"	"congruent"	"Name"	"Male"	"White"	NA	"Stay"
80	80	11	1	182	21436	"019"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
81	70	12	1	142	21749	"019"	"congruent"	"Word"	NA	NA	"Bad"	"Stay"
82	61	12	1	125	22022	"019"	"congruent"	"Name"	"Male"	"Black"	NA	"Switch"
83	60	12	1	115	22279	"019"	"congruent"	"Name"	"Female"	"Black"	NA	"Stay"
84	63	11	1	135	22525	"019"	"congruent"	"Name"	"Male"	"White"	NA	"Stay"
85	70	12	1	133	22792	"019"	"congruent"	"Word"	NA	NA	"Bad"	"Switch"
86	62	11	1	140	23058	"019"	"congruent"	"Name"	"Female"	"White"	NA	"Switch"
87	60	12	1	125	23332	"019"	"congruent"	"Name"	"Female"	"Black"	NA	"Stay"
88	62	11	1	132	23588	"019"	"congruent"	"Name"	"Female"	"White"	NA	"Stay"
89	61	12	1	116	23851	"019"	"congruent"	"Name"	"Male"	"Black"	NA	"Stay"
90	63	11	1	109	24098	"019"	"congruent"	"Name"	"Male"	"White"	NA	"Stay"
91	70	12	1	120	24338	"019"	"congruent"	"Word"	NA	NA	"Bad"	"Switch"
92	70	12	1	133	24591	"019"	"congruent"	"Word"	NA	NA	"Bad"	"Stay"
93	63	12	1	143	24854	"019"	"congruent"	"Name"	"Male"	"White"	NA	"Switch"
94	60	12	1	129	25127	"019"	"congruent"	"Name"	"Female"	"Black"	NA	"Stay"
95	62	11	1	125	25387	"019"	"congruent"	"Name"	"Female"	"White"	NA	"Stay"
96	80	11	1	125	25644	"019"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
97	62	11	1	165	25900	"019"	"congruent"	"Name"	"Female"	"White"	NA	"Switch"
98	80	11	1	134	26197	"019"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
99	63	11	1	113	26464	"019"	"congruent"	"Name"	"Male"	"White"	NA	"Switch"
100	63	11	1	115	26710	"019"	"congruent"	"Name"	"Male"	"White"	NA	"Stay"
101	70	12	1	135	26957	"019"	"congruent"	"Word"	NA	NA	"Bad"	"Switch"
102	60	12	1	114	27223	"019"	"congruent"	"Name"	"Female"	"Black"	NA	"Switch"
103	80	11	1	119	27470	"019"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
104	61	12	1	126	27720	"019"	"congruent"	"Name"	"Male"	"Black"	NA	"Switch"
105	61	12	1	151	27976	"019"	"congruent"	"Name"	"Male"	"Black"	NA	"Stay"
106	80	11	1	109	28259	"019"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
107	63	11	1	116	28499	"019"	"congruent"	"Name"	"Male"	"White"	NA	"Switch"
108	70	12	1	134	28746	"019"	"congruent"	"Word"	NA	NA	"Bad"	"Switch"
109	70	12	1	116	29012	"019"	"congruent"	"Word"	NA	NA	"Bad"	"Stay"
110	62	11	1	120	29259	"019"	"congruent"	"Name"	"Female"	"White"	NA	"Switch"
111	62	11	1	108	29512	"019"	"congruent"	"Name"	"Female"	"White"	NA	"Stay"
112	61	12	1	125	29752	"019"	"congruent"	"Name"	"Male"	"Black"	NA	"Stay"
113	80	11	1	102	30008	"019"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
114	60	12	1	236	30242	"019"	"congruent"	"Name"	"Female"	"Black"	NA	"Switch"
115	80	11	1	115	30612	"019"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
116	63	11	1	127	30858	"019"	"congruent"	"Name"	"Male"	"White"	NA	"Switch"
117	61	12	1	119	31118	"019"	"congruent"	"Name"	"Male"	"Black"	NA	"Stay"
118	80	11	1	181	31368	"019"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
119	62	2	0	108	31681	"019"	"congruent"	"Name"	"Female"	"White"	NA	"Switch"
120	70	12	1	232	32048	"019"	"congruent"	"Word"	NA	NA	"Bad"	"Switch"
121	60	12	1	202	32411	"019"	"congruent"	"Name"	"Female"	"Black"	NA	"Switch"
1	70	11	1	648	309	"019"	"incongruent"	"Word"	NA	NA	"Bad"	NA
2	80	12	1	438	1089	"019"	"incongruent"	"Word"	NA	NA	"Good"	"Stay"
3	60	12	1	235	1659	"019"	"incongruent"	"Name"	"Female"	"Black"	NA	"Switch"
4	60	12	1	139	2025	"019"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
5	70	2	0	171	2295	"019"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
6	61	12	1	400	2725	"019"	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"
7	62	11	1	288	3258	"019"	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"
8	80	12	1	308	3678	"019"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
9	63	11	1	559	4117	"019"	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"
10	63	11	1	156	4807	"019"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
11	63	11	1	185	5094	"019"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
12	80	1	0	129	5410	"019"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
13	60	12	1	368	5797	"019"	"incongruent"	"Name"	"Female"	"Black"	NA	"Switch"
14	61	12	1	138	6296	"019"	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"
15	62	11	1	251	6566	"019"	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"
16	70	11	1	370	6949	"019"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
17	70	11	1	160	7453	"019"	"incongruent"	"Word"	NA	NA	"Bad"	"Stay"
18	62	11	1	144	7746	"019"	"incongruent"	"Name"	"Female"	"White"	NA	"Switch"
19	80	12	1	498	8022	"019"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
20	63	11	1	235	8652	"019"	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"
21	80	12	1	235	9018	"019"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
22	61	12	1	371	9385	"019"	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"
23	63	11	1	153	9888	"019"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
24	70	11	1	154	10175	"019"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
25	60	12	1	154	10461	"019"	"incongruent"	"Name"	"Female"	"Black"	NA	"Switch"
26	62	11	1	171	10748	"019"	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"
27	80	12	1	254	11051	"019"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
28	62	11	1	251	11437	"019"	"incongruent"	"Name"	"Female"	"White"	NA	"Switch"
29	62	11	1	165	11820	"019"	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"
30	63	11	1	160	12117	"019"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
31	70	11	1	138	12410	"019"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
32	61	12	1	146	12680	"019"	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"
33	60	12	1	134	12960	"019"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
34	60	12	1	116	13226	"019"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
35	80	12	1	157	13473	"019"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
36	61	12	1	148	13763	"019"	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"
37	70	11	1	169	14043	"019"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
38	63	11	1	350	14343	"019"	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"
39	63	11	1	149	14826	"019"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
40	70	11	1	123	15106	"019"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
41	62	11	1	188	15362	"019"	"incongruent"	"Name"	"Female"	"White"	NA	"Switch"
42	80	12	1	270	15682	"019"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
43	61	12	1	159	16085	"019"	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"
44	60	12	1	119	16375	"019"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
45	61	12	1	110	16625	"019"	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"
46	61	12	1	136	16868	"019"	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"
47	70	11	1	191	17135	"019"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
48	63	11	1	113	17458	"019"	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"
49	62	11	1	101	17704	"019"	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"
50	80	12	1	251	17937	"019"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
51	61	12	1	112	18321	"019"	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"
52	60	12	1	116	18564	"019"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
53	60	12	1	120	18810	"019"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
54	61	12	1	107	19064	"019"	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"
55	62	2	0	117	19304	"019"	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"
56	63	11	1	243	19680	"019"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
57	80	12	1	377	20056	"019"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
58	61	12	1	140	20566	"019"	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"
